Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,T1,77.27%,58.25
De'Aaron Fox,T3,77.27%,38.5
Domantas Sabonis,T2,54.55%,51.0
Jarrett Allen,T5,54.55%,24.75
Jeremy Sochan,T6,50.00%,28.0
Dejounte Murray,T4,45.45%,23.75
Donovan Mitchell,T2,27.27%,36.25
Jalen Green,T5,27.27%,19.0
Clint Capela,T6,27.27%,37.75
Joel Embiid,T1,18.18%,56.0
Evan Mobley,T4,18.18%,48.75
Alperen Sengun,T4,18.18%,36.5
Jaden Ivey,T6,18.18%,16.0
Anthony Edwards,T2,13.64%,43.0
Tyler Herro,T4,13.64%,34.5
Jimmy Butler,T3,9.09%,44.25
Darius Garland,T3,9.09%,40.75
Brook Lopez,T5,9.09%,42.5
Zach Collins,T5,9.09%,39.0
James Harden,T1,4.55%,69.25
Trae Young,T2,4.55%,35.5
Jrue Holiday,T3,4.55%,54.0
Kevin Porter Jr.,T4,4.55%,28.0
Kyle Anderson,T6,4.55%,47.25
