Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,61.54%,32.25
Harrison Barnes,SF,53.85%,27.0
James Harden,PG,46.15%,69.25
Joel Embiid,C,46.15%,56.0
Kevin Huerter,SG,46.15%,39.0
Keegan Murray,SF,46.15%,6.25
Taurean Prince,PF,38.46%,10.0
Rudy Gobert,C,38.46%,35.5
Naz Reid,PF,38.46%,17.5
Anthony Edwards,SG,38.46%,43.0
Kyle Anderson,PF,30.77%,47.25
De'Aaron Fox,PG,30.77%,38.5
Mike Conley,PG,23.08%,34.25
Tobias Harris,SF,23.08%,6.0
Domantas Sabonis,C,23.08%,51.0
De'Anthony Melton,SG,23.08%,9.0
Nickeil Alexander-Walker,SG,23.08%,33.25
Brook Lopez,C,15.38%,42.5
Trey Lyles,PF,15.38%,30.0
Davion Mitchell,PG,15.38%,3.5
Jaden McDaniels,SF,15.38%,31.5
Khris Middleton,F,7.69%,14.25
Jae Crowder,F,7.69%,4.75
Joe Ingles,SG,7.69%,12.25
Pat Connaughton,G,7.69%,3.5
Giannis Antetokounmpo,C,7.69%,58.25
Jordan McLaughlin,UTIL,7.69%,8.25
