Player,Roster Position,%Drafted,FPTS
Bradley Beal,UTIL,86.96%,45.0
Pascal Siakam,UTIL,82.61%,36.5
Kristaps Porzingis,UTIL,78.26%,50.75
Jakob Poeltl,UTIL,65.22%,21.25
Fred VanVleet,UTIL,60.87%,59.5
OG Anunoby,UTIL,43.48%,15.75
Kyle Kuzma,UTIL,39.13%,23.5
Delon Wright,UTIL,34.78%,50.5
Corey Kispert,UTIL,30.43%,20.0
Daniel Gafford,UTIL,17.39%,17.0
Scottie Barnes,UTIL,13.04%,24.25
Gary Trent Jr.,UTIL,8.70%,44.25
Deni Avdija,UTIL,8.70%,2.0
Precious Achiuwa,UTIL,8.70%,7.5
Chris Boucher,UTIL,8.70%,16.5
Kendrick Nunn,UTIL,8.70%,-0.25
Will Barton,UTIL,4.35%,9.75
