Player,Roster Position,%Drafted,FPTS
Joel Embiid,C,66.67%,56.0
Jeremy Sochan,F,66.67%,28.0
Tre Jones,PG,66.67%,19.75
Devonte' Graham,SG,66.67%,39.0
Tari Eason,SF,66.67%,38.25
James Harden,UTIL,33.33%,69.25
Anthony Edwards,SG,33.33%,43.0
Donovan Mitchell,PG,33.33%,36.25
Bam Adebayo,C,33.33%,57.75
Brook Lopez,C,33.33%,42.5
Jalen Green,G,33.33%,19.0
KJ Martin,PF,33.33%,34.75
Jabari Smith Jr.,F,33.33%,17.0
Tyrese Maxey,G,33.33%,32.25
Tobias Harris,SF,33.33%,6.0
Marvin Bagley III,PF,33.33%,48.25
Grayson Allen,G,33.33%,31.25
Hamidou Diallo,SF,33.33%,26.75
Ricky Rubio,UTIL,33.33%,24.25
