Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,61.54%,28.0
Devonte' Graham,PG,58.97%,39.0
Tari Eason,SF,46.15%,38.25
Tyrese Maxey,PG,38.46%,32.25
Anthony Edwards,SF,35.90%,43.0
Harrison Barnes,SF,30.77%,27.0
Giannis Antetokounmpo,PF,28.21%,58.25
Joel Embiid,C,28.21%,56.0
De'Aaron Fox,PG,28.21%,38.5
Jalen Green,PG,28.21%,19.0
Marvin Bagley III,PF,28.21%,48.25
Keegan Murray,SF,28.21%,6.25
Hamidou Diallo,SG,25.64%,26.75
Jarrett Allen,C,20.51%,24.75
Caris LeVert,SG,17.95%,20.5
James Harden,PG,15.38%,69.25
Evan Mobley,PF,15.38%,48.75
Tyler Herro,PG,15.38%,34.5
Zach Collins,C,15.38%,39.0
Charles Bassey,C,15.38%,28.5
Rudy Gobert,C,12.82%,35.5
Kyle Anderson,SF,12.82%,47.25
James Wiseman,C,12.82%,19.75
Naz Reid,PF,12.82%,17.5
Jaden Ivey,PG,10.26%,16.0
Tre Jones,PG,10.26%,19.75
Kevin Huerter,G,10.26%,39.0
Trae Young,PG,7.69%,35.5
Taurean Prince,F,7.69%,10.0
Domantas Sabonis,UTIL,5.13%,51.0
Donovan Mitchell,SG,5.13%,36.25
Dejounte Murray,SG,5.13%,23.75
Alperen Sengun,C,5.13%,36.5
Kevin Porter Jr.,PG,5.13%,28.0
Khris Middleton,SF,5.13%,14.25
Clint Capela,C,5.13%,37.75
Killian Hayes,PG,5.13%,16.5
Tobias Harris,SF,5.13%,6.0
Kevin Love,PF,5.13%,16.25
Keita Bates-Diop,PF,5.13%,30.25
Trey Lyles,PF,5.13%,30.0
Blake Wesley,SG,5.13%,6.5
Cory Joseph,G,5.13%,17.0
Jimmy Butler,F,2.56%,44.25
Darius Garland,UTIL,2.56%,40.75
Bam Adebayo,UTIL,2.56%,57.75
Mike Conley,G,2.56%,34.25
Jabari Smith Jr.,PF,2.56%,17.0
De'Andre Hunter,UTIL,2.56%,25.75
Pat Connaughton,UTIL,2.56%,3.5
De'Anthony Melton,SG,2.56%,9.0
Nickeil Alexander-Walker,SG,2.56%,33.25
Dominick Barlow,PF,2.56%,6.5
Romeo Langford,SG,2.56%,7.25
