Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,72.34%,18.25
Anthony Edwards,UTIL,61.70%,23.5
Harrison Barnes,UTIL,48.94%,11.0
Rudy Gobert,UTIL,44.68%,22.0
Kyle Anderson,UTIL,44.68%,21.75
De'Aaron Fox,UTIL,42.55%,23.5
Kevin Huerter,UTIL,36.17%,28.0
Jaden McDaniels,UTIL,34.04%,18.5
Keegan Murray,UTIL,31.91%,4.25
Naz Reid,UTIL,27.66%,1.25
Mike Conley,UTIL,25.53%,12.5
Taurean Prince,UTIL,25.53%,-0.5
Malik Monk,UTIL,23.40%,8.25
Nickeil Alexander-Walker,UTIL,14.89%,17.25
Trey Lyles,UTIL,12.77%,19.5
Jordan McLaughlin,UTIL,12.77%,1.25
Terence Davis,UTIL,10.64%,0.0
Austin Rivers,UTIL,6.38%,0.0
Davion Mitchell,UTIL,4.26%,3.5
Matthew Dellavedova,UTIL,2.13%,0.0
Keon Ellis,UTIL,2.13%,0.0
Chimezie Metu,CPT,2.13%,0.0
