Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,T1,90.91%,58.25
De'Aaron Fox,T3,81.82%,38.5
Domantas Sabonis,T2,72.73%,51.0
Jarrett Allen,T5,72.73%,24.75
Jeremy Sochan,T6,72.73%,28.0
Evan Mobley,T4,54.55%,48.75
Donovan Mitchell,T2,18.18%,36.25
Dejounte Murray,T4,18.18%,23.75
Jalen Green,T5,18.18%,19.0
Clint Capela,T6,18.18%,37.75
James Harden,T1,9.09%,69.25
Anthony Edwards,T2,9.09%,43.0
Darius Garland,T3,9.09%,40.75
Bam Adebayo,T3,9.09%,57.75
Alperen Sengun,T4,9.09%,36.5
Kevin Porter Jr.,T4,9.09%,28.0
Tyler Herro,T4,9.09%,34.5
Zach Collins,T5,9.09%,39.0
Mike Conley,T6,9.09%,34.25
