Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,T1,86.96%,58.25
De'Aaron Fox,T3,78.26%,38.5
Domantas Sabonis,T2,73.91%,51.0
Jeremy Sochan,T6,65.22%,28.0
Jarrett Allen,T5,60.87%,24.75
Evan Mobley,T4,43.48%,48.75
Dejounte Murray,T4,21.74%,23.75
Alperen Sengun,T4,17.39%,36.5
Jalen Green,T5,17.39%,19.0
Anthony Edwards,T2,13.04%,43.0
Donovan Mitchell,T2,13.04%,36.25
Jimmy Butler,T3,13.04%,44.25
Tyler Herro,T4,13.04%,34.5
Zach Collins,T5,13.04%,39.0
Joel Embiid,T1,8.70%,56.0
Khris Middleton,T5,8.70%,14.25
KJ Martin,T6,8.70%,34.75
Kyle Anderson,T6,8.70%,47.25
James Harden,T1,4.35%,69.25
Darius Garland,T3,4.35%,40.75
Bam Adebayo,T3,4.35%,57.75
Kevin Porter Jr.,T4,4.35%,28.0
Clint Capela,T6,4.35%,37.75
Devin Vassell,T6,4.35%,0.0
Mike Conley,T6,4.35%,34.25
Jaden Ivey,T6,4.35%,16.0
