Player,Roster Position,%Drafted,FPTS
Harrison Barnes,SF,66.67%,27.0
Joel Embiid,C,55.56%,56.0
James Harden,PG,44.44%,69.25
Kyle Anderson,PF,44.44%,47.25
Anthony Edwards,SG,44.44%,43.0
Tyrese Maxey,PG,44.44%,32.25
Keegan Murray,SF,44.44%,6.25
Khris Middleton,SF,33.33%,14.25
Tobias Harris,SF,33.33%,6.0
Rudy Gobert,C,33.33%,35.5
Kevin Huerter,G,33.33%,39.0
De'Anthony Melton,SG,33.33%,9.0
Jaden McDaniels,SF,33.33%,31.5
Mike Conley,PG,22.22%,34.25
Jrue Holiday,PG,22.22%,54.0
Taurean Prince,F,22.22%,10.0
Giannis Antetokounmpo,PF,22.22%,58.25
Jevon Carter,G,22.22%,11.25
Malik Monk,SG,22.22%,16.75
Naz Reid,PF,22.22%,17.5
P.J. Tucker,F,11.11%,8.0
Brook Lopez,C,11.11%,42.5
Jae Crowder,UTIL,11.11%,4.75
Joe Ingles,PG,11.11%,12.25
Trey Lyles,C,11.11%,30.0
Jalen McDaniels,PF,11.11%,11.0
De'Aaron Fox,PG,11.11%,38.5
Davion Mitchell,G,11.11%,3.5
Paul Reed,UTIL,11.11%,12.5
