Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,86.67%,39.0
Jeremy Sochan,PF,73.33%,28.0
Tari Eason,SF,66.67%,38.25
Joel Embiid,C,46.67%,56.0
Marvin Bagley III,PF,40.00%,48.25
Anthony Edwards,SF,33.33%,43.0
Jalen Green,PG,33.33%,19.0
Tyrese Maxey,PG,33.33%,32.25
Hamidou Diallo,SG,33.33%,26.75
James Harden,G,26.67%,69.25
Zach Collins,C,26.67%,39.0
Tre Jones,PG,26.67%,19.75
Giannis Antetokounmpo,PF,20.00%,58.25
Caris LeVert,SG,20.00%,20.5
De'Aaron Fox,UTIL,13.33%,38.5
Darius Garland,G,13.33%,40.75
Dejounte Murray,PG,13.33%,23.75
Tyler Herro,SG,13.33%,34.5
Jarrett Allen,C,13.33%,24.75
Jaden Ivey,PG,13.33%,16.0
James Wiseman,C,13.33%,19.75
Keegan Murray,F,13.33%,6.25
Naz Reid,F,13.33%,17.5
Charles Bassey,C,13.33%,28.5
Trae Young,UTIL,6.67%,35.5
Jimmy Butler,F,6.67%,44.25
Bam Adebayo,C,6.67%,57.75
Evan Mobley,F,6.67%,48.75
Alperen Sengun,C,6.67%,36.5
Clint Capela,C,6.67%,37.75
KJ Martin,SF,6.67%,34.75
Kyle Anderson,SF,6.67%,47.25
Jabari Smith Jr.,F,6.67%,17.0
Killian Hayes,G,6.67%,16.5
Tobias Harris,PF,6.67%,6.0
Kevin Huerter,F,6.67%,39.0
De'Andre Hunter,PF,6.67%,25.75
Isaiah Livers,F,6.67%,17.5
Blake Wesley,PG,6.67%,6.5
