Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,78.57%,39.0
Jeremy Sochan,PF,67.86%,28.0
Tari Eason,SF,64.29%,38.25
Jalen Green,PG,60.71%,19.0
Joel Embiid,C,46.43%,56.0
Marvin Bagley III,PF,42.86%,48.25
Jarrett Allen,C,28.57%,24.75
Tyrese Maxey,PG,28.57%,32.25
Evan Mobley,PF,25.00%,48.75
Tre Jones,PG,25.00%,19.75
Anthony Edwards,SG,21.43%,43.0
Hamidou Diallo,SG,21.43%,26.75
De'Aaron Fox,PG,17.86%,38.5
Bam Adebayo,C,17.86%,57.75
Zach Collins,C,17.86%,39.0
Harrison Barnes,SF,17.86%,27.0
James Harden,PG,14.29%,69.25
Darius Garland,PG,14.29%,40.75
Rudy Gobert,C,14.29%,35.5
Kyle Anderson,F,14.29%,47.25
Killian Hayes,PG,14.29%,16.5
Domantas Sabonis,C,10.71%,51.0
Keegan Murray,SF,10.71%,6.25
Giannis Antetokounmpo,PF,7.14%,58.25
Dejounte Murray,PG,7.14%,23.75
Alperen Sengun,C,7.14%,36.5
Tyler Herro,PG,7.14%,34.5
Jabari Smith Jr.,F,7.14%,17.0
Tobias Harris,SF,7.14%,6.0
James Wiseman,C,7.14%,19.75
Bogdan Bogdanovic,SG,7.14%,18.0
Caris LeVert,SG,7.14%,20.5
Blake Wesley,PG,7.14%,6.5
Trae Young,UTIL,3.57%,35.5
Donovan Mitchell,PG,3.57%,36.25
KJ Martin,SF,3.57%,34.75
Jaden Ivey,G,3.57%,16.0
Kevin Love,F,3.57%,16.25
Keita Bates-Diop,F,3.57%,30.25
Kevin Huerter,G,3.57%,39.0
Jaden McDaniels,SF,3.57%,31.5
De'Andre Hunter,F,3.57%,25.75
Naz Reid,C,3.57%,17.5
Caleb Martin,F,3.57%,24.25
Gabe Vincent,SG,3.57%,16.5
Rodney McGruder,F,3.57%,6.0
Dominick Barlow,PF,3.57%,6.5
Romeo Langford,SG,3.57%,7.25
