Player,Roster Position,%Drafted,FPTS
Donovan Mitchell,UTIL,90.00%,36.25
Darius Garland,UTIL,90.00%,40.75
Jarrett Allen,UTIL,90.00%,24.75
Evan Mobley,UTIL,80.00%,48.75
Marvin Bagley III,UTIL,40.00%,48.25
James Wiseman,UTIL,40.00%,19.75
Killian Hayes,UTIL,30.00%,16.5
R.J. Hampton,UTIL,30.00%,13.75
Jaden Ivey,UTIL,20.00%,16.0
Hamidou Diallo,UTIL,20.00%,26.75
Isaiah Livers,UTIL,20.00%,17.5
Isaac Okoro,UTIL,10.00%,8.5
Rodney McGruder,UTIL,10.00%,6.0
Cory Joseph,UTIL,10.00%,17.0
Dean Wade,UTIL,10.00%,8.25
Cedi Osman,UTIL,10.00%,15.0
