Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,81.48%,28.0
Devonte' Graham,PG,74.07%,39.0
Jalen Green,PG,51.85%,19.0
Tari Eason,SF,48.15%,38.25
Joel Embiid,C,44.44%,56.0
Marvin Bagley III,PF,40.74%,48.25
Tyrese Maxey,PG,37.04%,32.25
De'Aaron Fox,PG,33.33%,38.5
Tre Jones,PG,29.63%,19.75
Keegan Murray,SF,29.63%,6.25
Giannis Antetokounmpo,PF,25.93%,58.25
Hamidou Diallo,SG,25.93%,26.75
James Harden,PG,22.22%,69.25
Bam Adebayo,C,22.22%,57.75
Zach Collins,C,22.22%,39.0
Anthony Edwards,SF,18.52%,43.0
Tyler Herro,SG,18.52%,34.5
James Wiseman,C,18.52%,19.75
Naz Reid,F,18.52%,17.5
Charles Bassey,C,18.52%,28.5
Kyle Anderson,SF,11.11%,47.25
Harrison Barnes,SF,11.11%,27.0
Blake Wesley,SG,11.11%,6.5
Jimmy Butler,SF,7.41%,44.25
Dejounte Murray,PG,7.41%,23.75
Evan Mobley,PF,7.41%,48.75
Jaden Ivey,PG,7.41%,16.0
Caris LeVert,SG,7.41%,20.5
Darius Garland,UTIL,3.70%,40.75
Alperen Sengun,UTIL,3.70%,36.5
Rudy Gobert,C,3.70%,35.5
Jarrett Allen,C,3.70%,24.75
KJ Martin,F,3.70%,34.75
Killian Hayes,PG,3.70%,16.5
Keita Bates-Diop,SF,3.70%,30.25
Kevin Huerter,G,3.70%,39.0
De'Andre Hunter,PF,3.70%,25.75
John Collins,PF,3.70%,3.75
Gabe Vincent,PG,3.70%,16.5
Isaac Okoro,G,3.70%,8.5
Isaiah Livers,SF,3.70%,17.5
