Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,56.25%,32.25
Keegan Murray,SF,56.25%,6.25
Harrison Barnes,SF,50.00%,27.0
De'Anthony Melton,SG,50.00%,9.0
De'Aaron Fox,PG,50.00%,38.5
Mike Conley,PG,31.25%,34.25
Tobias Harris,SF,31.25%,6.0
Rudy Gobert,C,31.25%,35.5
Domantas Sabonis,C,31.25%,51.0
Jaden McDaniels,PF,31.25%,31.5
James Harden,PG,25.00%,69.25
Taurean Prince,SF,25.00%,10.0
Kyle Anderson,SF,25.00%,47.25
Giannis Antetokounmpo,PF,25.00%,58.25
Anthony Edwards,SG,25.00%,43.0
Brook Lopez,C,18.75%,42.5
Joe Ingles,PG,18.75%,12.25
Joel Embiid,C,18.75%,56.0
Malik Monk,SG,18.75%,16.75
Khris Middleton,SF,12.50%,14.25
Pat Connaughton,SG,12.50%,3.5
Nickeil Alexander-Walker,G,12.50%,33.25
Naz Reid,PF,12.50%,17.5
Jae Crowder,F,6.25%,4.75
Grayson Allen,G,6.25%,31.25
Kevin Huerter,UTIL,6.25%,39.0
Jalen McDaniels,F,6.25%,11.0
Davion Mitchell,UTIL,6.25%,3.5
