Player,Roster Position,%Drafted,FPTS
Anthony Edwards,UTIL,81.25%,43.0
De'Aaron Fox,UTIL,75.00%,38.5
Taurean Prince,UTIL,75.00%,10.0
Domantas Sabonis,UTIL,68.75%,51.0
Keegan Murray,UTIL,56.25%,6.25
Rudy Gobert,UTIL,43.75%,35.5
Kyle Anderson,UTIL,37.50%,47.25
Harrison Barnes,UTIL,37.50%,27.0
Jaden McDaniels,UTIL,37.50%,31.5
Naz Reid,UTIL,25.00%,17.5
Trey Lyles,UTIL,18.75%,30.0
Jordan McLaughlin,UTIL,18.75%,8.25
Mike Conley,UTIL,12.50%,34.25
Kevin Huerter,UTIL,6.25%,39.0
Chimezie Metu,UTIL,6.25%,8.5
