Player,Roster Position,%Drafted,FPTS
Kristaps Porzingis,UTIL,84.21%,50.75
Bradley Beal,UTIL,78.95%,45.0
Jakob Poeltl,UTIL,73.68%,21.25
Fred VanVleet,UTIL,68.42%,59.5
Pascal Siakam,UTIL,63.16%,36.5
Kyle Kuzma,UTIL,42.11%,23.5
OG Anunoby,UTIL,36.84%,15.75
Delon Wright,UTIL,36.84%,50.5
Corey Kispert,UTIL,36.84%,20.0
Scottie Barnes,UTIL,21.05%,24.25
Gary Trent Jr.,UTIL,21.05%,44.25
Daniel Gafford,UTIL,21.05%,17.0
Monte Morris,UTIL,5.26%,0.0
Will Barton,UTIL,5.26%,9.75
Kendrick Nunn,UTIL,5.26%,-0.25
