Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,100.00%,39.0
Giannis Antetokounmpo,F,66.67%,58.25
Kevin Porter Jr.,G,66.67%,28.0
Zach Collins,C,66.67%,39.0
Jeremy Sochan,PF,66.67%,28.0
Hamidou Diallo,SG,66.67%,26.75
Tari Eason,SF,66.67%,38.25
Joel Embiid,UTIL,33.33%,56.0
Evan Mobley,C,33.33%,48.75
Tyler Herro,SG,33.33%,34.5
Jalen Green,G,33.33%,19.0
Jabari Smith Jr.,PF,33.33%,17.0
Marvin Bagley III,PF,33.33%,48.25
Max Strus,SG,33.33%,12.25
Jaden McDaniels,SF,33.33%,31.5
Cory Joseph,UTIL,33.33%,17.0
