Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,89.29%,39.0
Jeremy Sochan,PF,82.14%,28.0
Tari Eason,SF,78.57%,38.25
Jalen Green,PG,64.29%,19.0
Joel Embiid,UTIL,53.57%,56.0
Marvin Bagley III,PF,42.86%,48.25
Tre Jones,PG,39.29%,19.75
Tyrese Maxey,PG,35.71%,32.25
Bam Adebayo,C,25.00%,57.75
Jarrett Allen,C,25.00%,24.75
Evan Mobley,PF,21.43%,48.75
Hamidou Diallo,SG,21.43%,26.75
De'Aaron Fox,PG,17.86%,38.5
Domantas Sabonis,C,14.29%,51.0
Anthony Edwards,SF,14.29%,43.0
Giannis Antetokounmpo,F,10.71%,58.25
James Harden,PG,10.71%,69.25
Darius Garland,PG,10.71%,40.75
Tyler Herro,SG,10.71%,34.5
Zach Collins,C,10.71%,39.0
Killian Hayes,G,10.71%,16.5
Naz Reid,PF,10.71%,17.5
Donovan Mitchell,PG,7.14%,36.25
Alperen Sengun,C,7.14%,36.5
Rudy Gobert,C,7.14%,35.5
KJ Martin,SF,7.14%,34.75
Keita Bates-Diop,PF,7.14%,30.25
James Wiseman,C,7.14%,19.75
Harrison Barnes,PF,7.14%,27.0
Blake Wesley,PG,7.14%,6.5
Dejounte Murray,G,3.57%,23.75
Kyle Anderson,F,3.57%,47.25
Kevin Huerter,G,3.57%,39.0
Jaden McDaniels,SF,3.57%,31.5
De'Andre Hunter,F,3.57%,25.75
Keegan Murray,SF,3.57%,6.25
Gabe Vincent,SG,3.57%,16.5
Charles Bassey,C,3.57%,28.5
Caris LeVert,SG,3.57%,20.5
Joe Ingles,SG,3.57%,12.25
Terence Davis,SF,3.57%,5.25
Davion Mitchell,G,3.57%,3.5
