Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,81.82%,58.25
Joel Embiid,UTIL,72.73%,56.0
James Harden,UTIL,72.73%,69.25
Jrue Holiday,UTIL,45.45%,54.0
Tyrese Maxey,UTIL,45.45%,32.25
Brook Lopez,UTIL,36.36%,42.5
De'Anthony Melton,UTIL,36.36%,9.0
P.J. Tucker,UTIL,36.36%,8.0
Tobias Harris,UTIL,27.27%,6.0
Jalen McDaniels,UTIL,27.27%,11.0
Grayson Allen,UTIL,18.18%,31.25
Pat Connaughton,UTIL,18.18%,3.5
Jae Crowder,UTIL,18.18%,4.75
Joe Ingles,UTIL,18.18%,12.25
Paul Reed,UTIL,18.18%,12.5
Bobby Portis,UTIL,9.09%,13.75
Khris Middleton,UTIL,9.09%,14.25
Georges Niang,UTIL,9.09%,21.75
