Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,T1,58.06%,58.25
Jarrett Allen,T5,58.06%,24.75
Domantas Sabonis,T2,51.61%,51.0
De'Aaron Fox,T3,51.61%,38.5
Jeremy Sochan,T6,41.94%,28.0
Joel Embiid,T1,35.48%,56.0
Dejounte Murray,T4,35.48%,23.75
Jalen Green,T5,32.26%,19.0
Clint Capela,T6,25.81%,37.75
Trae Young,T2,22.58%,35.5
Evan Mobley,T4,22.58%,48.75
Darius Garland,T3,19.35%,40.75
Tyler Herro,T4,19.35%,34.5
Anthony Edwards,T2,16.13%,43.0
Bam Adebayo,T3,16.13%,57.75
Kevin Porter Jr.,T4,12.90%,28.0
Mike Conley,T6,12.90%,34.25
Jaden Ivey,T6,12.90%,16.0
Donovan Mitchell,T2,9.68%,36.25
Jimmy Butler,T3,9.68%,44.25
Alperen Sengun,T4,9.68%,36.5
Zach Collins,T5,9.68%,39.0
James Harden,T1,6.45%,69.25
Jrue Holiday,T3,3.23%,54.0
KJ Martin,T6,3.23%,34.75
Kyle Anderson,T6,3.23%,47.25
