Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,80.00%,51.0
De'Aaron Fox,UTIL,80.00%,38.5
Jaden McDaniels,UTIL,80.00%,31.5
Keegan Murray,UTIL,80.00%,6.25
Anthony Edwards,UTIL,40.00%,43.0
Rudy Gobert,UTIL,40.00%,35.5
Trey Lyles,UTIL,40.00%,30.0
Mike Conley,UTIL,20.00%,34.25
Kyle Anderson,UTIL,20.00%,47.25
Malik Monk,UTIL,20.00%,16.75
Harrison Barnes,UTIL,20.00%,27.0
Naz Reid,UTIL,20.00%,17.5
Nickeil Alexander-Walker,UTIL,20.00%,33.25
Taurean Prince,UTIL,20.00%,10.0
Jaylen Nowell,UTIL,20.00%,0.0
