Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,86.96%,28.0
Jalen Green,PG,82.61%,19.0
Devonte' Graham,PG,69.57%,39.0
Bam Adebayo,C,60.87%,57.75
Zach Collins,C,47.83%,39.0
Dejounte Murray,PG,43.48%,23.75
Jimmy Butler,SF,39.13%,44.25
Trae Young,PG,39.13%,35.5
Tyler Herro,PG,39.13%,34.5
KJ Martin,SF,39.13%,34.75
Keita Bates-Diop,SF,34.78%,30.25
Jabari Smith Jr.,PF,34.78%,17.0
Bogdan Bogdanovic,SG,26.09%,18.0
Tre Jones,PG,26.09%,19.75
Alperen Sengun,C,26.09%,36.5
Tari Eason,SF,21.74%,38.25
Kevin Porter Jr.,PG,17.39%,28.0
Clint Capela,C,8.70%,37.75
Max Strus,SF,8.70%,12.25
De'Andre Hunter,PF,8.70%,25.75
Blake Wesley,UTIL,8.70%,6.5
Kevin Love,PF,4.35%,16.25
Caleb Martin,PF,4.35%,24.25
John Collins,PF,4.35%,3.75
Romeo Langford,UTIL,4.35%,7.25
Julian Champagnie,SF,4.35%,10.75
Josh Christopher,F,4.35%,24.25
Dominick Barlow,F,4.35%,6.5
