Player,Roster Position,%Drafted,FPTS
Anthony Edwards,UTIL,100.00%,23.5
Domantas Sabonis,UTIL,84.62%,18.25
Naz Reid,UTIL,61.54%,1.25
De'Aaron Fox,UTIL,53.85%,23.5
Taurean Prince,UTIL,53.85%,-0.5
Jordan McLaughlin,UTIL,38.46%,1.25
Kyle Anderson,UTIL,30.77%,21.75
Harrison Barnes,UTIL,30.77%,11.0
Rudy Gobert,UTIL,23.08%,22.0
Davion Mitchell,UTIL,23.08%,3.5
Mike Conley,UTIL,15.38%,12.5
Malik Monk,UTIL,15.38%,8.25
Kevin Huerter,UTIL,15.38%,28.0
Terence Davis,UTIL,15.38%,0.0
Keegan Murray,UTIL,7.69%,4.25
Trey Lyles,UTIL,7.69%,19.5
Luka Garza,UTIL,7.69%,0.0
Austin Rivers,UTIL,7.69%,0.0
Neemias Queta,UTIL,7.69%,0.0
