Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,100.00%,58.25
Joel Embiid,UTIL,75.00%,56.0
James Harden,UTIL,75.00%,69.25
Tyrese Maxey,UTIL,62.50%,32.25
P.J. Tucker,UTIL,56.25%,8.0
Jalen McDaniels,UTIL,43.75%,11.0
Jrue Holiday,UTIL,31.25%,54.0
Grayson Allen,UTIL,25.00%,31.25
De'Anthony Melton,UTIL,25.00%,9.0
Georges Niang,UTIL,25.00%,21.75
Brook Lopez,UTIL,18.75%,42.5
Khris Middleton,UTIL,18.75%,14.25
Tobias Harris,UTIL,12.50%,6.0
Bobby Portis,UTIL,6.25%,13.75
Pat Connaughton,UTIL,6.25%,3.5
Jevon Carter,UTIL,6.25%,11.25
Paul Reed,UTIL,6.25%,12.5
Shake Milton,UTIL,6.25%,4.75
