Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,91.30%,39.0
Jeremy Sochan,PF,82.61%,28.0
Jalen Green,PG,69.57%,19.0
Tari Eason,SF,69.57%,38.25
Joel Embiid,C,65.22%,56.0
Marvin Bagley III,PF,56.52%,48.25
Tre Jones,PG,52.17%,19.75
Bam Adebayo,C,34.78%,57.75
Hamidou Diallo,SF,34.78%,26.75
Zach Collins,C,26.09%,39.0
Tyrese Maxey,G,21.74%,32.25
James Harden,PG,17.39%,69.25
De'Aaron Fox,PG,17.39%,38.5
Tyler Herro,PG,17.39%,34.5
Anthony Edwards,SF,13.04%,43.0
Harrison Barnes,SF,13.04%,27.0
Giannis Antetokounmpo,C,8.70%,58.25
Jimmy Butler,SF,8.70%,44.25
Evan Mobley,PF,8.70%,48.75
Jarrett Allen,C,8.70%,24.75
Kyle Anderson,SF,8.70%,47.25
Jaden McDaniels,SF,8.70%,31.5
John Collins,PF,8.70%,3.75
De'Anthony Melton,G,8.70%,9.0
Domantas Sabonis,UTIL,4.35%,51.0
Darius Garland,G,4.35%,40.75
Alperen Sengun,C,4.35%,36.5
Khris Middleton,F,4.35%,14.25
Jabari Smith Jr.,PF,4.35%,17.0
Kevin Love,UTIL,4.35%,16.25
James Wiseman,C,4.35%,19.75
Bogdan Bogdanovic,SG,4.35%,18.0
Victor Oladipo,PG,4.35%,12.5
Caris LeVert,G,4.35%,20.5
Trey Lyles,F,4.35%,30.0
