Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,UTIL,88.24%,38.5
Anthony Edwards,UTIL,76.47%,43.0
Keegan Murray,UTIL,76.47%,6.25
Domantas Sabonis,UTIL,58.82%,51.0
Jaden McDaniels,UTIL,47.06%,31.5
Harrison Barnes,UTIL,41.18%,27.0
Taurean Prince,UTIL,41.18%,10.0
Kyle Anderson,UTIL,29.41%,47.25
Naz Reid,UTIL,29.41%,17.5
Rudy Gobert,UTIL,23.53%,35.5
Mike Conley,UTIL,23.53%,34.25
Kevin Huerter,UTIL,17.65%,39.0
Davion Mitchell,UTIL,11.76%,3.5
Trey Lyles,UTIL,11.76%,30.0
Jordan McLaughlin,UTIL,11.76%,8.25
Chimezie Metu,UTIL,5.88%,8.5
Luka Garza,UTIL,5.88%,0.0
