Player,Roster Position,%Drafted,FPTS
Jimmy Butler,UTIL,76.47%,44.25
Bam Adebayo,UTIL,76.47%,57.75
Trae Young,UTIL,70.59%,35.5
Tyler Herro,UTIL,70.59%,34.5
Dejounte Murray,UTIL,35.29%,23.75
Onyeka Okongwu,UTIL,35.29%,21.0
Clint Capela,UTIL,29.41%,37.75
De'Andre Hunter,UTIL,29.41%,25.75
Caleb Martin,UTIL,29.41%,24.25
Kevin Love,UTIL,23.53%,16.25
John Collins,UTIL,17.65%,3.75
Saddiq Bey,UTIL,17.65%,33.75
Victor Oladipo,UTIL,17.65%,12.5
AJ Griffin,UTIL,17.65%,0.0
Jalen Johnson,UTIL,17.65%,13.0
Max Strus,UTIL,11.76%,12.25
Gabe Vincent,UTIL,11.76%,16.5
Bogdan Bogdanovic,UTIL,5.88%,18.0
Cody Zeller,UTIL,5.88%,15.0
