Player,Roster Position,%Drafted,FPTS
Bam Adebayo,UTIL,100.00%,57.75
Trae Young,UTIL,75.00%,35.5
Jimmy Butler,UTIL,56.25%,44.25
Dejounte Murray,UTIL,56.25%,23.75
Tyler Herro,UTIL,56.25%,34.5
Onyeka Okongwu,UTIL,37.50%,21.0
Cody Zeller,UTIL,31.25%,15.0
Caleb Martin,UTIL,25.00%,24.25
Victor Oladipo,UTIL,25.00%,12.5
Clint Capela,UTIL,18.75%,37.75
Bogdan Bogdanovic,UTIL,18.75%,18.0
Saddiq Bey,UTIL,18.75%,33.75
Jalen Johnson,UTIL,18.75%,13.0
Kevin Love,UTIL,12.50%,16.25
Max Strus,UTIL,12.50%,12.25
De'Andre Hunter,UTIL,12.50%,25.75
Gabe Vincent,UTIL,6.25%,16.5
AJ Griffin,UTIL,6.25%,0.0
Haywood Highsmith,UTIL,6.25%,0.0
John Collins,CPT,6.25%,5.62
