Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,G,66.67%,38.5
Rudy Gobert,C,66.67%,35.5
Khris Middleton,SF,66.67%,14.25
Hamidou Diallo,SG,66.67%,26.75
Devonte' Graham,PG,66.67%,39.0
Tari Eason,PF,66.67%,38.25
Joel Embiid,UTIL,33.33%,56.0
Domantas Sabonis,UTIL,33.33%,51.0
Anthony Edwards,G,33.33%,43.0
Donovan Mitchell,UTIL,33.33%,36.25
Jeremy Sochan,PF,33.33%,28.0
Tyrese Maxey,PG,33.33%,32.25
Marvin Bagley III,C,33.33%,48.25
Tre Jones,PG,33.33%,19.75
Harrison Barnes,F,33.33%,27.0
Keegan Murray,SF,33.33%,6.25
Naz Reid,F,33.33%,17.5
Romeo Langford,SG,33.33%,7.25
