Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,90.32%,51.0
Keegan Murray,UTIL,80.65%,6.25
Anthony Edwards,UTIL,64.52%,43.0
Taurean Prince,UTIL,64.52%,10.0
Harrison Barnes,UTIL,58.06%,27.0
De'Aaron Fox,UTIL,51.61%,38.5
Kyle Anderson,UTIL,51.61%,47.25
Rudy Gobert,UTIL,29.03%,35.5
Jordan McLaughlin,UTIL,22.58%,8.25
Jaden McDaniels,UTIL,19.35%,31.5
Naz Reid,UTIL,16.13%,17.5
Mike Conley,UTIL,9.68%,34.25
Trey Lyles,UTIL,6.45%,30.0
Nickeil Alexander-Walker,UTIL,6.45%,33.25
Malik Monk,UTIL,3.23%,16.75
Terence Davis,UTIL,3.23%,5.25
Davion Mitchell,UTIL,3.23%,3.5
