Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,76.47%,32.25
Harrison Barnes,PF,58.82%,27.0
Keegan Murray,SF,58.82%,6.25
James Harden,PG,52.94%,69.25
De'Anthony Melton,SG,52.94%,9.0
De'Aaron Fox,PG,47.06%,38.5
Anthony Edwards,SG,47.06%,43.0
Jaden McDaniels,SF,47.06%,31.5
Tobias Harris,SF,41.18%,6.0
Joel Embiid,C,41.18%,56.0
Kevin Huerter,SG,41.18%,39.0
Kyle Anderson,SF,35.29%,47.25
Rudy Gobert,C,35.29%,35.5
Naz Reid,PF,29.41%,17.5
Trey Lyles,PF,23.53%,30.0
Mike Conley,G,17.65%,34.25
Taurean Prince,SF,17.65%,10.0
Domantas Sabonis,C,17.65%,51.0
Brook Lopez,C,11.76%,42.5
Khris Middleton,SF,11.76%,14.25
Davion Mitchell,G,11.76%,3.5
Jrue Holiday,G,5.88%,54.0
Jae Crowder,PF,5.88%,4.75
Grayson Allen,G,5.88%,31.25
Nickeil Alexander-Walker,SG,5.88%,33.25
