Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,78.57%,28.0
Devonte' Graham,PG,78.57%,39.0
Jalen Green,PG,67.86%,19.0
Tari Eason,SF,67.86%,38.25
Marvin Bagley III,PF,50.00%,48.25
Joel Embiid,C,46.43%,56.0
Tre Jones,PG,42.86%,19.75
Bam Adebayo,C,32.14%,57.75
Anthony Edwards,SF,28.57%,43.0
Tyrese Maxey,PG,28.57%,32.25
Jarrett Allen,C,25.00%,24.75
Hamidou Diallo,SG,25.00%,26.75
Harrison Barnes,SF,21.43%,27.0
Zach Collins,C,17.86%,39.0
James Harden,G,14.29%,69.25
Evan Mobley,PF,14.29%,48.75
Tyler Herro,PG,14.29%,34.5
Keegan Murray,SF,14.29%,6.25
Domantas Sabonis,C,10.71%,51.0
De'Aaron Fox,PG,10.71%,38.5
Jabari Smith Jr.,F,10.71%,17.0
Donovan Mitchell,SG,7.14%,36.25
Darius Garland,PG,7.14%,40.75
Alperen Sengun,C,7.14%,36.5
Rudy Gobert,UTIL,7.14%,35.5
Khris Middleton,SF,7.14%,14.25
Kyle Anderson,PF,7.14%,47.25
James Wiseman,C,7.14%,19.75
Romeo Langford,SG,7.14%,7.25
Giannis Antetokounmpo,F,3.57%,58.25
Jrue Holiday,G,3.57%,54.0
Dejounte Murray,SG,3.57%,23.75
Brook Lopez,C,3.57%,42.5
Clint Capela,C,3.57%,37.75
Tobias Harris,F,3.57%,6.0
Kevin Love,C,3.57%,16.25
Keita Bates-Diop,SF,3.57%,30.25
Max Strus,SF,3.57%,12.25
Naz Reid,F,3.57%,17.5
Gabe Vincent,PG,3.57%,16.5
Jalen Johnson,PF,3.57%,13.0
