Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,T3,82.61%,38.5
Giannis Antetokounmpo,T1,73.91%,58.25
Domantas Sabonis,T2,73.91%,51.0
Jeremy Sochan,T6,60.87%,28.0
Jarrett Allen,T5,52.17%,24.75
Evan Mobley,T4,39.13%,48.75
Jalen Green,T5,34.78%,19.0
Joel Embiid,T1,21.74%,56.0
Dejounte Murray,T4,21.74%,23.75
Mike Conley,T6,21.74%,34.25
Kevin Porter Jr.,T4,17.39%,28.0
Jimmy Butler,T3,13.04%,44.25
Alperen Sengun,T4,13.04%,36.5
Trae Young,T2,8.70%,35.5
Anthony Edwards,T2,8.70%,43.0
Donovan Mitchell,T2,8.70%,36.25
Tyler Herro,T4,8.70%,34.5
Zach Collins,T5,8.70%,39.0
Clint Capela,T6,8.70%,37.75
Jaden Ivey,T6,8.70%,16.0
James Harden,T1,4.35%,69.25
Bam Adebayo,T3,4.35%,57.75
Bobby Portis,T5,4.35%,13.75
