Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,67.74%,51.0
De'Aaron Fox,UTIL,64.52%,38.5
Anthony Edwards,UTIL,58.06%,43.0
Harrison Barnes,UTIL,51.61%,27.0
Keegan Murray,UTIL,51.61%,6.25
Kyle Anderson,UTIL,45.16%,47.25
Taurean Prince,UTIL,38.71%,10.0
Jaden McDaniels,UTIL,32.26%,31.5
Trey Lyles,UTIL,32.26%,30.0
Rudy Gobert,UTIL,29.03%,35.5
Naz Reid,UTIL,29.03%,17.5
Mike Conley,UTIL,25.81%,34.25
Malik Monk,UTIL,16.13%,16.75
Kevin Huerter,UTIL,12.90%,39.0
Terence Davis,UTIL,6.45%,5.25
Chimezie Metu,UTIL,6.45%,8.5
Jordan McLaughlin,UTIL,6.45%,8.25
Davion Mitchell,UTIL,3.23%,3.5
Luka Garza,CPT,3.23%,0.0
