Player,Roster Position,%Drafted,FPTS
Devonte' Graham,SG,100.00%,39.0
Jeremy Sochan,PF,100.00%,28.0
Bam Adebayo,C,90.91%,57.75
Jalen Green,PG,90.91%,19.0
Tari Eason,SF,81.82%,38.25
Tre Jones,PG,63.64%,19.75
Jimmy Butler,SF,54.55%,44.25
Alperen Sengun,C,54.55%,36.5
Trae Young,PG,45.45%,35.5
Zach Collins,C,36.36%,39.0
Jabari Smith Jr.,PF,27.27%,17.0
Kevin Love,PF,9.09%,16.25
Bogdan Bogdanovic,F,9.09%,18.0
Keita Bates-Diop,SF,9.09%,30.25
John Collins,F,9.09%,3.75
Dejounte Murray,SG,9.09%,23.75
Kevin Porter Jr.,PG,9.09%,28.0
