Player,Roster Position,%Drafted,FPTS
Pascal Siakam,UTIL,95.65%,36.5
Kristaps Porzingis,UTIL,95.65%,50.75
Fred VanVleet,UTIL,86.96%,59.5
Jakob Poeltl,UTIL,78.26%,21.25
Bradley Beal,UTIL,65.22%,45.0
Corey Kispert,UTIL,43.48%,20.0
Kyle Kuzma,UTIL,39.13%,23.5
Delon Wright,UTIL,26.09%,50.5
Kendrick Nunn,UTIL,21.74%,-0.25
Daniel Gafford,UTIL,17.39%,17.0
Gary Trent Jr.,UTIL,8.70%,44.25
Chris Boucher,UTIL,8.70%,16.5
Scottie Barnes,UTIL,4.35%,24.25
Deni Avdija,UTIL,4.35%,2.0
Precious Achiuwa,UTIL,4.35%,7.5
