Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,T1,75.00%,58.25
Kevin Porter Jr.,T4,75.00%,28.0
Domantas Sabonis,T2,50.00%,51.0
De'Aaron Fox,T3,50.00%,38.5
Jimmy Butler,T3,50.00%,44.25
Jaden Ivey,T6,50.00%,16.0
James Harden,T1,25.00%,69.25
Anthony Edwards,T2,25.00%,43.0
Donovan Mitchell,T2,25.00%,36.25
Dejounte Murray,T4,25.00%,23.75
Jarrett Allen,T5,25.00%,24.75
Bobby Portis,T5,25.00%,13.75
Brook Lopez,T5,25.00%,42.5
Zach Collins,T5,25.00%,39.0
Jabari Smith Jr.,T6,25.00%,17.0
Jeremy Sochan,T6,25.00%,28.0
