Player,Roster Position,%Drafted,FPTS
Joel Embiid,C,91.67%,56.0
Jeremy Sochan,PF,83.33%,28.0
Devonte' Graham,PG,83.33%,39.0
Tre Jones,PG,58.33%,19.75
Tari Eason,SF,58.33%,38.25
Marvin Bagley III,PF,50.00%,48.25
Jalen Green,SG,41.67%,19.0
Hamidou Diallo,SG,41.67%,26.75
James Harden,G,25.00%,69.25
Alperen Sengun,C,25.00%,36.5
Caris LeVert,SG,25.00%,20.5
Giannis Antetokounmpo,PF,16.67%,58.25
Jarrett Allen,C,16.67%,24.75
Zach Collins,C,16.67%,39.0
Kyle Anderson,SF,16.67%,47.25
Tyrese Maxey,G,16.67%,32.25
Naz Reid,F,16.67%,17.5
Blake Wesley,PG,16.67%,6.5
De'Aaron Fox,G,8.33%,38.5
Jrue Holiday,G,8.33%,54.0
Bam Adebayo,C,8.33%,57.75
Evan Mobley,PF,8.33%,48.75
Rudy Gobert,UTIL,8.33%,35.5
Jaden Ivey,PG,8.33%,16.0
Jabari Smith Jr.,UTIL,8.33%,17.0
Keita Bates-Diop,SF,8.33%,30.25
James Wiseman,C,8.33%,19.75
De'Andre Hunter,PF,8.33%,25.75
Keegan Murray,SF,8.33%,6.25
Charles Bassey,C,8.33%,28.5
