Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,96.00%,51.0
Taurean Prince,UTIL,80.00%,10.0
Anthony Edwards,UTIL,68.00%,43.0
Keegan Murray,UTIL,68.00%,6.25
Kyle Anderson,UTIL,64.00%,47.25
Harrison Barnes,UTIL,56.00%,27.0
De'Aaron Fox,UTIL,48.00%,38.5
Rudy Gobert,UTIL,28.00%,35.5
Jaden McDaniels,UTIL,20.00%,31.5
Naz Reid,UTIL,20.00%,17.5
Trey Lyles,UTIL,12.00%,30.0
Jordan McLaughlin,UTIL,12.00%,8.25
Mike Conley,UTIL,8.00%,34.25
Malik Monk,UTIL,8.00%,16.75
Nickeil Alexander-Walker,UTIL,8.00%,33.25
Chimezie Metu,UTIL,4.00%,8.5
