Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,80.00%,28.0
Devonte' Graham,PG,70.00%,39.0
Jalen Green,PG,60.00%,19.0
Hamidou Diallo,SG,60.00%,26.75
Joel Embiid,C,40.00%,56.0
Tyrese Maxey,SG,40.00%,32.25
Tari Eason,SF,40.00%,38.25
Anthony Edwards,SG,30.00%,43.0
Zach Collins,C,30.00%,39.0
Tre Jones,PG,30.00%,19.75
Keegan Murray,SF,30.00%,6.25
Giannis Antetokounmpo,PF,20.00%,58.25
Domantas Sabonis,C,20.00%,51.0
James Harden,G,20.00%,69.25
De'Aaron Fox,PG,20.00%,38.5
Evan Mobley,F,20.00%,48.75
KJ Martin,SF,20.00%,34.75
Jaden Ivey,PG,20.00%,16.0
Caris LeVert,SG,20.00%,20.5
Alperen Sengun,C,10.00%,36.5
Rudy Gobert,C,10.00%,35.5
Tyler Herro,PG,10.00%,34.5
Jarrett Allen,C,10.00%,24.75
Kyle Anderson,F,10.00%,47.25
Killian Hayes,PG,10.00%,16.5
Marvin Bagley III,PF,10.00%,48.25
Malik Monk,SG,10.00%,16.75
James Wiseman,C,10.00%,19.75
Harrison Barnes,F,10.00%,27.0
De'Andre Hunter,PF,10.00%,25.75
John Collins,F,10.00%,3.75
Charles Bassey,C,10.00%,28.5
