Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,96.00%,58.25
Joel Embiid,UTIL,76.00%,56.0
James Harden,UTIL,72.00%,69.25
Tyrese Maxey,UTIL,36.00%,32.25
De'Anthony Melton,UTIL,36.00%,9.0
Jrue Holiday,UTIL,32.00%,54.0
Brook Lopez,UTIL,32.00%,42.5
P.J. Tucker,UTIL,32.00%,8.0
Grayson Allen,UTIL,28.00%,31.25
Jalen McDaniels,UTIL,28.00%,11.0
Pat Connaughton,UTIL,20.00%,3.5
Paul Reed,UTIL,20.00%,12.5
Tobias Harris,UTIL,16.00%,6.0
Georges Niang,UTIL,16.00%,21.75
Bobby Portis,UTIL,12.00%,13.75
Khris Middleton,UTIL,12.00%,14.25
Shake Milton,UTIL,12.00%,4.75
Jae Crowder,UTIL,8.00%,4.75
Jevon Carter,UTIL,8.00%,11.25
AJ Green,UTIL,4.00%,0.0
Meyers Leonard,UTIL,4.00%,0.0
