Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,86.96%,13.5
De'Aaron Fox,UTIL,56.52%,12.5
Kyle Anderson,UTIL,56.52%,8.5
Anthony Edwards,UTIL,47.83%,7.75
Harrison Barnes,UTIL,47.83%,4.5
Kevin Huerter,UTIL,39.13%,5.5
Taurean Prince,UTIL,34.78%,0.0
Rudy Gobert,UTIL,30.43%,14.25
Mike Conley,UTIL,30.43%,12.5
Jaden McDaniels,UTIL,30.43%,8.25
Trey Lyles,UTIL,30.43%,4.75
Nickeil Alexander-Walker,UTIL,26.09%,9.0
Naz Reid,UTIL,21.74%,0.0
Jordan McLaughlin,UTIL,21.74%,0.0
Malik Monk,UTIL,17.39%,2.0
Keegan Murray,UTIL,4.35%,0.0
Davion Mitchell,UTIL,4.35%,3.5
Chimezie Metu,UTIL,4.35%,0.0
Luka Garza,UTIL,4.35%,0.0
Austin Rivers,UTIL,4.35%,0.0
