Player,Roster Position,%Drafted,FPTS
Jalen Green,SG,75.00%,19.0
Jeremy Sochan,PF,75.00%,28.0
Marvin Bagley III,PF,75.00%,48.25
Devonte' Graham,PG,75.00%,39.0
Tari Eason,SF,75.00%,38.25
Joel Embiid,UTIL,50.00%,56.0
De'Aaron Fox,PG,50.00%,38.5
Tre Jones,PG,50.00%,19.75
Domantas Sabonis,C,25.00%,51.0
Anthony Edwards,SG,25.00%,43.0
Jimmy Butler,SF,25.00%,44.25
Bam Adebayo,C,25.00%,57.75
Alperen Sengun,C,25.00%,36.5
Zach Collins,C,25.00%,39.0
Kyle Anderson,F,25.00%,47.25
Killian Hayes,G,25.00%,16.5
Hamidou Diallo,SF,25.00%,26.75
Isaiah Livers,F,25.00%,17.5
Romeo Langford,UTIL,25.00%,7.25
