Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,100.00%,13.5
Anthony Edwards,UTIL,66.67%,7.75
De'Aaron Fox,CPT,66.67%,18.75
Kyle Anderson,UTIL,50.00%,8.5
Harrison Barnes,UTIL,50.00%,4.5
Taurean Prince,UTIL,50.00%,0.0
Kevin Huerter,UTIL,33.33%,5.5
Naz Reid,UTIL,33.33%,0.0
Chimezie Metu,UTIL,33.33%,0.0
Jordan McLaughlin,UTIL,33.33%,0.0
Rudy Gobert,UTIL,16.67%,14.25
Malik Monk,UTIL,16.67%,2.0
Jaden McDaniels,UTIL,16.67%,8.25
Trey Lyles,UTIL,16.67%,4.75
Nickeil Alexander-Walker,UTIL,16.67%,9.0
