Player,Roster Position,%Drafted,FPTS
Bam Adebayo,UTIL,63.64%,57.75
Trae Young,UTIL,61.36%,35.5
Jimmy Butler,UTIL,59.09%,44.25
Dejounte Murray,UTIL,50.00%,23.75
Tyler Herro,UTIL,50.00%,34.5
De'Andre Hunter,UTIL,43.18%,25.75
Clint Capela,UTIL,40.91%,37.75
Bogdan Bogdanovic,UTIL,31.82%,18.0
John Collins,UTIL,22.73%,3.75
Kevin Love,UTIL,20.45%,16.25
Saddiq Bey,UTIL,20.45%,33.75
Caleb Martin,UTIL,20.45%,24.25
Onyeka Okongwu,UTIL,20.45%,21.0
Gabe Vincent,UTIL,18.18%,16.5
Max Strus,UTIL,13.64%,12.25
Jalen Johnson,UTIL,13.64%,13.0
Victor Oladipo,UTIL,6.82%,12.5
AJ Griffin,UTIL,6.82%,0.0
Cody Zeller,UTIL,4.55%,15.0
Duncan Robinson,UTIL,4.55%,0.0
