Player,Roster Position,%Drafted,FPTS
Jakob Poeltl,UTIL,100.00%,21.25
Kristaps Porzingis,UTIL,93.33%,50.75
Fred VanVleet,UTIL,86.67%,59.5
Bradley Beal,UTIL,80.00%,45.0
Pascal Siakam,UTIL,66.67%,36.5
OG Anunoby,UTIL,40.00%,15.75
Delon Wright,UTIL,40.00%,50.5
Corey Kispert,UTIL,26.67%,20.0
Kyle Kuzma,UTIL,13.33%,23.5
Daniel Gafford,UTIL,13.33%,17.0
Deni Avdija,UTIL,13.33%,2.0
Precious Achiuwa,UTIL,6.67%,7.5
Chris Boucher,UTIL,6.67%,16.5
Jordan Goodwin,UTIL,6.67%,12.75
Kendrick Nunn,UTIL,6.67%,-0.25
