Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,UTIL,75.00%,38.5
Domantas Sabonis,UTIL,65.00%,51.0
Taurean Prince,UTIL,60.00%,10.0
Anthony Edwards,UTIL,50.00%,43.0
Jaden McDaniels,UTIL,50.00%,31.5
Keegan Murray,UTIL,50.00%,6.25
Rudy Gobert,UTIL,45.00%,35.5
Kyle Anderson,UTIL,40.00%,47.25
Naz Reid,UTIL,40.00%,17.5
Mike Conley,UTIL,35.00%,34.25
Harrison Barnes,UTIL,25.00%,27.0
Kevin Huerter,UTIL,20.00%,39.0
Trey Lyles,UTIL,20.00%,30.0
Malik Monk,UTIL,10.00%,16.75
Jordan McLaughlin,UTIL,10.00%,8.25
Austin Rivers,UTIL,5.00%,0.0
