Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
Kyle Anderson,SF,83.33%,47.25
Jaden McDaniels,SF,83.33%,31.5
Keegan Murray,SF,83.33%,6.25
James Harden,PG,75.00%,69.25
Harrison Barnes,SF,75.00%,27.0
Joel Embiid,C,75.00%,56.0
De'Anthony Melton,SG,58.33%,9.0
Tobias Harris,PF,33.33%,6.0
Kevin Huerter,SG,25.00%,39.0
Taurean Prince,UTIL,16.67%,10.0
Rudy Gobert,UTIL,16.67%,35.5
Domantas Sabonis,C,16.67%,51.0
Malik Monk,G,16.67%,16.75
Anthony Edwards,SG,16.67%,43.0
Mike Conley,PG,8.33%,34.25
De'Aaron Fox,PG,8.33%,38.5
Naz Reid,C,8.33%,17.5
