Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,G,66.67%,38.5
Bam Adebayo,C,66.67%,57.75
Jalen Green,PG,66.67%,19.0
Jeremy Sochan,PF,66.67%,28.0
Devonte' Graham,SG,66.67%,39.0
Tari Eason,SF,66.67%,38.25
Joel Embiid,UTIL,33.33%,56.0
Anthony Edwards,F,33.33%,43.0
Donovan Mitchell,PG,33.33%,36.25
Zach Collins,C,33.33%,39.0
Jabari Smith Jr.,UTIL,33.33%,17.0
Marvin Bagley III,PF,33.33%,48.25
Tre Jones,PG,33.33%,19.75
Harrison Barnes,F,33.33%,27.0
Jaden McDaniels,UTIL,33.33%,31.5
Keegan Murray,SF,33.33%,6.25
Pat Connaughton,SG,33.33%,3.5
Naz Reid,PF,33.33%,17.5
