Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,83.33%,39.0
Joel Embiid,C,80.00%,56.0
Jeremy Sochan,PF,80.00%,28.0
Jalen Green,PG,76.67%,19.0
Tari Eason,SF,76.67%,38.25
Marvin Bagley III,PF,46.67%,48.25
Bam Adebayo,C,33.33%,57.75
Tyrese Maxey,SG,33.33%,32.25
Tre Jones,PG,30.00%,19.75
Zach Collins,C,26.67%,39.0
Evan Mobley,PF,23.33%,48.75
Hamidou Diallo,SG,23.33%,26.75
Tyler Herro,PG,16.67%,34.5
James Harden,PG,10.00%,69.25
Jimmy Butler,SF,10.00%,44.25
KJ Martin,SF,10.00%,34.75
Kyle Anderson,SF,10.00%,47.25
Keegan Murray,SF,10.00%,6.25
Caris LeVert,SG,10.00%,20.5
Giannis Antetokounmpo,F,6.67%,58.25
Anthony Edwards,G,6.67%,43.0
Donovan Mitchell,PG,6.67%,36.25
Alperen Sengun,C,6.67%,36.5
Jarrett Allen,C,6.67%,24.75
Killian Hayes,PG,6.67%,16.5
Tobias Harris,SF,6.67%,6.0
Harrison Barnes,F,6.67%,27.0
De'Anthony Melton,G,6.67%,9.0
Trey Lyles,C,6.67%,30.0
Trae Young,PG,3.33%,35.5
De'Aaron Fox,PG,3.33%,38.5
Rudy Gobert,UTIL,3.33%,35.5
Jaden Ivey,SG,3.33%,16.0
Jabari Smith Jr.,PF,3.33%,17.0
James Wiseman,C,3.33%,19.75
Charles Bassey,C,3.33%,28.5
Joe Ingles,SG,3.33%,12.25
Terence Davis,SF,3.33%,5.25
Isaac Okoro,F,3.33%,8.5
Davion Mitchell,G,3.33%,3.5
Blake Wesley,PG,3.33%,6.5
Rodney McGruder,SG,3.33%,6.0
