Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,82.76%,51.0
De'Aaron Fox,UTIL,68.97%,38.5
Taurean Prince,UTIL,68.97%,10.0
Anthony Edwards,UTIL,65.52%,43.0
Kyle Anderson,UTIL,51.72%,47.25
Keegan Murray,UTIL,44.83%,6.25
Rudy Gobert,UTIL,34.48%,35.5
Harrison Barnes,UTIL,27.59%,27.0
Jaden McDaniels,UTIL,27.59%,31.5
Naz Reid,UTIL,27.59%,17.5
Mike Conley,UTIL,24.14%,34.25
Trey Lyles,UTIL,20.69%,30.0
Jordan McLaughlin,UTIL,20.69%,8.25
Nickeil Alexander-Walker,UTIL,13.79%,33.25
Malik Monk,UTIL,6.90%,16.75
Davion Mitchell,UTIL,6.90%,3.5
Kevin Huerter,UTIL,3.45%,39.0
Luka Garza,UTIL,3.45%,0.0
