Player,Roster Position,%Drafted,FPTS
Bam Adebayo,UTIL,100.00%,57.75
Jimmy Butler,UTIL,83.33%,44.25
Trae Young,UTIL,66.67%,35.5
Onyeka Okongwu,UTIL,66.67%,21.0
Tyler Herro,UTIL,50.00%,34.5
Jalen Johnson,UTIL,50.00%,13.0
Clint Capela,UTIL,33.33%,37.75
De'Andre Hunter,UTIL,33.33%,25.75
Dejounte Murray,UTIL,16.67%,23.75
Kevin Love,UTIL,16.67%,16.25
Max Strus,UTIL,16.67%,12.25
Bogdan Bogdanovic,UTIL,16.67%,18.0
John Collins,UTIL,16.67%,3.75
Caleb Martin,UTIL,16.67%,24.25
Gabe Vincent,UTIL,16.67%,16.5
