Player,Roster Position,%Drafted,FPTS
Tari Eason,SF,75.00%,38.25
Jeremy Sochan,PF,62.50%,28.0
Devonte' Graham,PG,62.50%,39.0
Joel Embiid,C,50.00%,56.0
Zach Collins,C,50.00%,39.0
Jalen Green,PG,50.00%,19.0
Tyrese Maxey,PG,50.00%,32.25
Anthony Edwards,F,37.50%,43.0
De'Aaron Fox,PG,37.50%,38.5
Hamidou Diallo,SG,37.50%,26.75
James Harden,PG,25.00%,69.25
Tyler Herro,SG,25.00%,34.5
Harrison Barnes,SF,25.00%,27.0
Keegan Murray,PF,25.00%,6.25
Caris LeVert,SG,25.00%,20.5
Trae Young,UTIL,12.50%,35.5
Jimmy Butler,SF,12.50%,44.25
Bam Adebayo,C,12.50%,57.75
Rudy Gobert,C,12.50%,35.5
Jarrett Allen,C,12.50%,24.75
Jabari Smith Jr.,PF,12.50%,17.0
Marvin Bagley III,C,12.50%,48.25
Max Strus,SF,12.50%,12.25
Jaden McDaniels,F,12.50%,31.5
Saddiq Bey,SF,12.50%,33.75
Naz Reid,PF,12.50%,17.5
Joe Ingles,G,12.50%,12.25
Jalen McDaniels,F,12.50%,11.0
