Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,91.67%,28.0
Devonte' Graham,PG,83.33%,39.0
Tari Eason,SF,83.33%,38.25
Jalen Green,PG,75.00%,19.0
Bam Adebayo,C,66.67%,57.75
Jimmy Butler,SF,58.33%,44.25
Zach Collins,C,50.00%,39.0
Trae Young,PG,50.00%,35.5
Alperen Sengun,C,50.00%,36.5
Jabari Smith Jr.,PF,50.00%,17.0
Tre Jones,PG,41.67%,19.75
Tyler Herro,PG,25.00%,34.5
Dejounte Murray,SG,16.67%,23.75
KJ Martin,SF,16.67%,34.75
Victor Oladipo,G,8.33%,12.5
Clint Capela,C,8.33%,37.75
Gabe Vincent,SG,8.33%,16.5
Charles Bassey,C,8.33%,28.5
Blake Wesley,G,8.33%,6.5
