Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,95.45%,32.25
Harrison Barnes,SF,77.27%,27.0
Keegan Murray,SF,72.73%,6.25
Kyle Anderson,SF,68.18%,47.25
Joel Embiid,C,68.18%,56.0
Jaden McDaniels,SF,68.18%,31.5
James Harden,PG,54.55%,69.25
De'Anthony Melton,SG,45.45%,9.0
De'Aaron Fox,PG,31.82%,38.5
Kevin Huerter,SG,27.27%,39.0
Trey Lyles,PF,22.73%,30.0
Domantas Sabonis,C,22.73%,51.0
Anthony Edwards,SG,22.73%,43.0
Mike Conley,PG,18.18%,34.25
Naz Reid,PF,18.18%,17.5
Tobias Harris,SF,13.64%,6.0
Rudy Gobert,C,13.64%,35.5
Malik Monk,SG,13.64%,16.75
Taurean Prince,F,9.09%,10.0
Grayson Allen,SG,9.09%,31.25
Khris Middleton,F,4.55%,14.25
Joe Ingles,UTIL,4.55%,12.25
Pat Connaughton,SF,4.55%,3.5
Giannis Antetokounmpo,C,4.55%,58.25
Jevon Carter,PG,4.55%,11.25
Nickeil Alexander-Walker,SG,4.55%,33.25
