Player,Roster Position,%Drafted,FPTS
Jaden McDaniels,SF,100.00%,31.5
Tyrese Maxey,PG,100.00%,32.25
Harrison Barnes,SF,88.89%,27.0
Joel Embiid,C,88.89%,56.0
De'Anthony Melton,SG,88.89%,9.0
Kyle Anderson,SF,77.78%,47.25
James Harden,PG,66.67%,69.25
Keegan Murray,PF,66.67%,6.25
Kevin Huerter,UTIL,22.22%,39.0
Anthony Edwards,SG,22.22%,43.0
P.J. Tucker,F,11.11%,8.0
Mike Conley,G,11.11%,34.25
Tobias Harris,PF,11.11%,6.0
Giannis Antetokounmpo,C,11.11%,58.25
De'Aaron Fox,PG,11.11%,38.5
Malik Monk,G,11.11%,16.75
Naz Reid,PF,11.11%,17.5
