Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,87.50%,39.0
Jeremy Sochan,PF,87.50%,28.0
Bam Adebayo,C,75.00%,57.75
Trae Young,PG,75.00%,35.5
Tari Eason,SF,75.00%,38.25
Jalen Green,PG,75.00%,19.0
Zach Collins,C,62.50%,39.0
Jabari Smith Jr.,PF,62.50%,17.0
Jimmy Butler,SF,50.00%,44.25
Tre Jones,PG,37.50%,19.75
Clint Capela,C,12.50%,37.75
Caleb Martin,SF,12.50%,24.25
Keita Bates-Diop,PF,12.50%,30.25
De'Andre Hunter,PF,12.50%,25.75
Tyler Herro,SG,12.50%,34.5
Kevin Porter Jr.,PG,12.50%,28.0
Charles Bassey,C,12.50%,28.5
Alperen Sengun,UTIL,12.50%,36.5
TyTy Washington Jr.,G,12.50%,0.0
