Player,Roster Position,%Drafted,FPTS
Jalen Green,PG,70.00%,19.0
Devonte' Graham,PG,60.00%,39.0
Joel Embiid,C,50.00%,56.0
Jeremy Sochan,PF,40.00%,28.0
Giannis Antetokounmpo,PF,30.00%,58.25
Marvin Bagley III,PF,30.00%,48.25
Tari Eason,SF,30.00%,38.25
De'Aaron Fox,PG,20.00%,38.5
Khris Middleton,F,20.00%,14.25
Tyrese Maxey,PG,20.00%,32.25
James Wiseman,C,20.00%,19.75
Bogdan Bogdanovic,SG,20.00%,18.0
Keegan Murray,F,20.00%,6.25
Hamidou Diallo,SF,20.00%,26.75
Trae Young,PG,10.00%,35.5
Anthony Edwards,G,10.00%,43.0
Donovan Mitchell,G,10.00%,36.25
Jrue Holiday,G,10.00%,54.0
Bam Adebayo,C,10.00%,57.75
Dejounte Murray,SG,10.00%,23.75
Tyler Herro,PG,10.00%,34.5
Bobby Portis,PF,10.00%,13.75
Zach Collins,C,10.00%,39.0
Clint Capela,C,10.00%,37.75
Kyle Anderson,SF,10.00%,47.25
Killian Hayes,G,10.00%,16.5
Tobias Harris,F,10.00%,6.0
Kevin Love,UTIL,10.00%,16.25
Keita Bates-Diop,SF,10.00%,30.25
Malik Monk,G,10.00%,16.75
Kevin Huerter,SF,10.00%,39.0
Harrison Barnes,F,10.00%,27.0
De'Andre Hunter,SF,10.00%,25.75
Grayson Allen,UTIL,10.00%,31.25
John Collins,PF,10.00%,3.75
Naz Reid,F,10.00%,17.5
De'Anthony Melton,SF,10.00%,9.0
Jevon Carter,PG,10.00%,11.25
Joe Ingles,SG,10.00%,12.25
Blake Wesley,PG,10.00%,6.5
Rodney McGruder,F,10.00%,6.0
