Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,82.61%,28.0
Devonte' Graham,PG,69.57%,39.0
Jalen Green,PG,65.22%,19.0
Zach Collins,C,60.87%,39.0
Jimmy Butler,SF,56.52%,44.25
Dejounte Murray,PG,47.83%,23.75
Bam Adebayo,C,47.83%,57.75
Clint Capela,C,39.13%,37.75
Trae Young,PG,39.13%,35.5
Tari Eason,SF,39.13%,38.25
Jabari Smith Jr.,PF,39.13%,17.0
Tre Jones,PG,30.43%,19.75
KJ Martin,SF,30.43%,34.75
Tyler Herro,SG,21.74%,34.5
Alperen Sengun,C,21.74%,36.5
Bogdan Bogdanovic,SG,17.39%,18.0
Kevin Porter Jr.,PG,17.39%,28.0
Saddiq Bey,SF,17.39%,33.75
John Collins,PF,13.04%,3.75
Blake Wesley,G,13.04%,6.5
Max Strus,SF,8.70%,12.25
Victor Oladipo,G,4.35%,12.5
Caleb Martin,F,4.35%,24.25
Keita Bates-Diop,SF,4.35%,30.25
De'Andre Hunter,PF,4.35%,25.75
Julian Champagnie,SF,4.35%,10.75
