Player,Roster Position,%Drafted,FPTS
Keegan Murray,SF,70.83%,6.25
Tyrese Maxey,PG,66.67%,32.25
Harrison Barnes,SF,58.33%,27.0
Kyle Anderson,F,50.00%,47.25
De'Aaron Fox,PG,50.00%,38.5
De'Anthony Melton,SG,45.83%,9.0
Joel Embiid,C,41.67%,56.0
Kevin Huerter,SG,37.50%,39.0
Domantas Sabonis,C,33.33%,51.0
Mike Conley,PG,29.17%,34.25
James Harden,PG,29.17%,69.25
Jaden McDaniels,SF,29.17%,31.5
Tobias Harris,SF,25.00%,6.0
Anthony Edwards,SG,25.00%,43.0
Taurean Prince,SF,20.83%,10.0
Rudy Gobert,C,20.83%,35.5
Trey Lyles,PF,20.83%,30.0
Khris Middleton,SF,12.50%,14.25
Giannis Antetokounmpo,PF,12.50%,58.25
Naz Reid,PF,12.50%,17.5
Joe Ingles,G,8.33%,12.25
Pat Connaughton,G,8.33%,3.5
P.J. Tucker,F,4.17%,8.0
Brook Lopez,C,4.17%,42.5
Shake Milton,SG,4.17%,4.75
Malik Monk,SG,4.17%,16.75
Davion Mitchell,SG,4.17%,3.5
Nickeil Alexander-Walker,G,4.17%,33.25
