Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,94.87%,58.25
Joel Embiid,UTIL,84.62%,56.0
James Harden,UTIL,64.10%,69.25
Tyrese Maxey,UTIL,51.28%,32.25
P.J. Tucker,UTIL,46.15%,8.0
Jalen McDaniels,UTIL,35.90%,11.0
Khris Middleton,UTIL,30.77%,14.25
De'Anthony Melton,UTIL,28.21%,9.0
Jrue Holiday,UTIL,25.64%,54.0
Tobias Harris,UTIL,23.08%,6.0
Georges Niang,UTIL,23.08%,21.75
Grayson Allen,UTIL,17.95%,31.25
Brook Lopez,UTIL,12.82%,42.5
Jevon Carter,UTIL,10.26%,11.25
Pat Connaughton,UTIL,7.69%,3.5
Joe Ingles,UTIL,7.69%,12.25
AJ Green,UTIL,5.13%,0.0
Paul Reed,UTIL,5.13%,12.5
Shake Milton,UTIL,5.13%,4.75
Bobby Portis,UTIL,2.56%,13.75
Montrezl Harrell,UTIL,2.56%,0.0
