Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,81.82%,28.0
Devonte' Graham,PG,81.82%,39.0
Tari Eason,SF,54.55%,38.25
Joel Embiid,C,45.45%,56.0
Anthony Edwards,G,36.36%,43.0
Tyrese Maxey,PG,36.36%,32.25
Giannis Antetokounmpo,PF,27.27%,58.25
Jalen Green,SG,27.27%,19.0
Marvin Bagley III,PF,27.27%,48.25
Tre Jones,PG,27.27%,19.75
James Wiseman,C,27.27%,19.75
Hamidou Diallo,SF,27.27%,26.75
James Harden,PG,18.18%,69.25
De'Aaron Fox,G,18.18%,38.5
Dejounte Murray,PG,18.18%,23.75
Evan Mobley,PF,18.18%,48.75
Zach Collins,UTIL,18.18%,39.0
Keegan Murray,SF,18.18%,6.25
Naz Reid,F,18.18%,17.5
Charles Bassey,C,18.18%,28.5
Caris LeVert,SG,18.18%,20.5
Trae Young,PG,9.09%,35.5
Jrue Holiday,PG,9.09%,54.0
Bam Adebayo,C,9.09%,57.75
Alperen Sengun,C,9.09%,36.5
Jarrett Allen,C,9.09%,24.75
Jaden Ivey,PG,9.09%,16.0
Kyle Anderson,SF,9.09%,47.25
Jabari Smith Jr.,F,9.09%,17.0
Killian Hayes,PG,9.09%,16.5
Keita Bates-Diop,PF,9.09%,30.25
Malik Monk,SG,9.09%,16.75
Kevin Huerter,F,9.09%,39.0
De'Andre Hunter,PF,9.09%,25.75
De'Anthony Melton,SF,9.09%,9.0
Taurean Prince,UTIL,9.09%,10.0
