Player,Roster Position,%Drafted,FPTS
Mike Conley,PG,60.00%,34.25
James Harden,PG,60.00%,69.25
Kyle Anderson,SF,60.00%,47.25
Joel Embiid,C,60.00%,56.0
De'Anthony Melton,SG,60.00%,9.0
Tyrese Maxey,PG,60.00%,32.25
Keegan Murray,PF,60.00%,6.25
Harrison Barnes,PF,40.00%,27.0
Kevin Huerter,SG,40.00%,39.0
Malik Monk,SG,40.00%,16.75
Jaden McDaniels,SF,40.00%,31.5
Brook Lopez,C,20.00%,42.5
Khris Middleton,SF,20.00%,14.25
Jae Crowder,F,20.00%,4.75
Joe Ingles,PG,20.00%,12.25
Taurean Prince,UTIL,20.00%,10.0
Giannis Antetokounmpo,C,20.00%,58.25
Bobby Portis,PF,20.00%,13.75
Grayson Allen,UTIL,20.00%,31.25
Domantas Sabonis,UTIL,20.00%,51.0
De'Aaron Fox,G,20.00%,38.5
Nickeil Alexander-Walker,G,20.00%,33.25
