Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,78.57%,28.0
Devonte' Graham,PG,75.00%,39.0
Jalen Green,PG,60.71%,19.0
Tari Eason,SF,57.14%,38.25
Joel Embiid,C,53.57%,56.0
Hamidou Diallo,SG,53.57%,26.75
Tyrese Maxey,PG,42.86%,32.25
Marvin Bagley III,PF,35.71%,48.25
Evan Mobley,PF,28.57%,48.75
Zach Collins,C,21.43%,39.0
Giannis Antetokounmpo,PF,17.86%,58.25
De'Aaron Fox,PG,17.86%,38.5
Jaden Ivey,PG,17.86%,16.0
James Harden,PG,14.29%,69.25
Tyler Herro,SG,14.29%,34.5
Mike Conley,PG,14.29%,34.25
Tre Jones,PG,14.29%,19.75
Keegan Murray,SF,14.29%,6.25
Domantas Sabonis,C,10.71%,51.0
Jarrett Allen,C,10.71%,24.75
Kyle Anderson,SF,10.71%,47.25
Donovan Mitchell,PG,7.14%,36.25
Bam Adebayo,C,7.14%,57.75
Kevin Porter Jr.,G,7.14%,28.0
Rudy Gobert,C,7.14%,35.5
Clint Capela,C,7.14%,37.75
KJ Martin,PF,7.14%,34.75
Tobias Harris,SF,7.14%,6.0
Harrison Barnes,PF,7.14%,27.0
Naz Reid,F,7.14%,17.5
Caris LeVert,SG,7.14%,20.5
Anthony Edwards,UTIL,3.57%,43.0
Jimmy Butler,SF,3.57%,44.25
Darius Garland,G,3.57%,40.75
Jrue Holiday,UTIL,3.57%,54.0
Dejounte Murray,G,3.57%,23.75
Khris Middleton,SF,3.57%,14.25
Kevin Huerter,G,3.57%,39.0
James Wiseman,UTIL,3.57%,19.75
Max Strus,SF,3.57%,12.25
John Collins,PF,3.57%,3.75
Pat Connaughton,SG,3.57%,3.5
Onyeka Okongwu,C,3.57%,21.0
Charles Bassey,UTIL,3.57%,28.5
Isaiah Livers,F,3.57%,17.5
Trey Lyles,F,3.57%,30.0
Nickeil Alexander-Walker,G,3.57%,33.25
Blake Wesley,UTIL,3.57%,6.5
Jalen McDaniels,SF,3.57%,11.0
